B0000EIPVJ	Two Dragons Adult Sweatshirt	2195	Premium-weight, high quality garment made of 50% cotton and 50% polyester with design printed on the front.	http://ecx.images-amazon.com/images/I/41AQZE8GPGL.jpg	http://ecx.images-amazon.com/images/I/41AQZE8GPGL._SL160_.jpg	http://ecx.images-amazon.com/images/I/41AQZE8GPGL._SL75_.jpg	225	160	75	225	160	75
B0000EIECS	What's Up Kitten Womens T-Shirt Dress	1995	100% preshrunk heavyweight cotton with design printed on the front, 5.6oz, bound neck, 37" long, double needle sleeve and bottom hem.	http://ecx.images-amazon.com/images/I/3166H1QK1ZL.jpg	http://ecx.images-amazon.com/images/I/3166H1QK1ZL._SL160_.jpg	http://ecx.images-amazon.com/images/I/3166H1QK1ZL._SL75_.jpg	225	160	75	225	160	75
B0000EKGUE	Cairn Terrier Adult Long Sleeve T-Shirt	1795	100% preshrunk cotton with design printed on the front, 5.6 oz with shoulder-to-shoulder tape with a seamless collar, and double needle construction throughout.	http://ecx.images-amazon.com/images/I/21RRBH1JXGL.jpg	http://ecx.images-amazon.com/images/I/21RRBH1JXGL._SL160_.jpg	http://ecx.images-amazon.com/images/I/21RRBH1JXGL._SL75_.jpg	225	160	75	225	160	75
Took me 1 seconds
